iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ARE,Asia,United Arab Emirates,2/2/2021,309649,3310,3500.286,866,7,8.714,31308.036,334.668,353.907,87.56,0.708,0.881,0.99,,,,,,,,,181635,26073927,2636.286,18.365,171592,17.349,0.02,49,tests performed,,,,,117852,,,,11916,57.87,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/3/2021,313626,3977,3505.714,878,12,9.571,31710.143,402.107,354.456,88.773,1.213,0.968,0.99,,,,,,,,,173952,26247879,2653.874,17.588,171583,17.348,0.02,48.9,tests performed,3564517,,,,114295,36.04,,,11556,57.87,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/4/2021,316875,3249,3403.286,888,10,9.857,32038.644,328.5,344.1,89.784,1.011,0.997,0.98,,,,,,,,,156472,26404351,2669.695,15.821,169825,17.171,0.02,49.9,tests performed,3849374,,,284857,140103,38.92,,,14166,57.87,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/5/2021,320126,3251,3301.714,902,14,10.857,32367.346,328.703,333.83,91.2,1.416,1.098,0.98,,,,,,,,,148574,26552925,2684.717,15.022,165202,16.703,0.02,50,tests performed,,,,,145536,,,,14715,57.87,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/6/2021,323402,3276,3248.714,914,12,10.857,32698.576,331.23,328.471,92.413,1.213,1.098,0.97,,,,,,,,,150706,26703631,2699.955,15.238,160453,16.223,0.02,49.4,tests performed,4201347,,,,155311,42.48,,,15703,57.87,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/7/2021,326495,3093,3269.429,921,7,10.143,33011.304,312.727,330.566,93.121,0.708,1.026,0.97,,,,,,,,,192241,26895872,2719.392,19.437,161593,16.338,0.02,49.4,tests performed,4313868,,,112521,139958,43.62,,,14151,57.87,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/8/2021,329293,2798,3279.143,930,9,10.143,33294.204,282.901,331.548,94.031,0.91,1.026,0.97,,,,,,,,,148587,27044459,2734.415,15.023,164595,16.642,0.02,50.2,tests performed,4413649,,,99781,138982,44.63,,,14052,57.87,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/9/2021,332603,3310,3279.143,947,17,11.571,33628.872,334.668,331.548,95.749,1.719,1.17,0.97,,,,,,,,,165796,27210255,2751.178,16.763,162333,16.413,0.02,49.5,tests performed,4527144,,,113495,146357,45.77,,,14798,56.48,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/10/2021,336142,3539,3216.571,956,9,11.143,33986.694,357.822,325.222,96.659,0.91,1.127,0.98,,,,,,,,,166879,27377134,2768.051,16.873,161322,16.311,0.02,50.2,tests performed,4684658,,,157514,160020,47.37,,,16179,56.48,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/11/2021,339667,3525,3256,974,18,12.286,34343.1,356.406,329.208,98.479,1.82,1.242,0.98,,,,,,,,,180340,27557474,2786.285,18.234,164732,16.656,0.02,50.6,tests performed,4792208,,,107550,134691,48.45,,,13618,56.48,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/12/2021,342974,3307,3264,986,12,12,34677.465,334.365,330.017,99.693,1.213,1.213,0.97,,,,,,,,,164551,27722025,2802.923,16.637,167014,16.886,0.02,51.2,tests performed,4901795,,,109587,125205,49.56,,,12659,56.48,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/13/2021,345605,2631,3171.857,1001,15,12.429,34943.481,266.016,320.701,101.209,1.517,1.257,0.96,,,,,,,,,184981,27907006,2821.626,18.703,171911,17.382,0.018,54.2,tests performed,5005264,,,103469,114845,50.61,,,11612,56.48,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/14/2021,348772,3167,3182.429,1014,13,13.286,35263.69,320.209,321.769,102.524,1.314,1.343,0.97,,,,,,,,,207432,28114438,2842.599,20.973,174081,17.601,0.018,54.7,tests performed,5055231,,,49967,105909,51.11,,,10708,52.78,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/15/2021,351895,3123,3228.857,1027,13,13.857,35579.451,315.761,326.464,103.838,1.314,1.401,0.97,,,,,,,,,162774,28277212,2859.056,16.458,176108,17.806,0.018,54.5,tests performed,5086835,,,31604,96169,51.43,,,9723,52.78,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/16/2021,355131,3236,3218.286,1041,14,13.429,35906.637,327.186,325.395,105.254,1.416,1.358,0.97,,,,,,,,,193163,28470375,2878.587,19.53,180017,18.201,0.018,55.9,tests performed,5198725,,,111890,95940,52.56,,,9700,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/17/2021,358583,3452,3205.857,1055,14,14.143,36255.662,349.025,324.138,106.669,1.416,1.43,0.97,,,,,,,,,185502,28655877,2897.343,18.756,182678,18.47,0.018,57,tests performed,5284406,,,85681,85678,53.43,,,8663,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/18/2021,361877,3294,3172.857,1073,18,14.143,36588.712,333.05,320.802,108.489,1.82,1.43,0.97,,,,,,,,,171667,28827544,2914.7,17.357,181439,18.345,0.017,57.2,tests performed,5373730,,,89324,83075,54.33,,,8400,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/19/2021,365017,3140,3149,1093,20,15.286,36906.192,317.48,318.39,110.511,2.022,1.546,0.96,,,,,,,,,169526,28997070,2931.84,17.14,182149,18.417,0.017,57.8,tests performed,5466831,,,93101,80719,55.27,,,8161,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/20/2021,368175,3158,3224.286,1108,15,15.286,37225.491,319.3,326.002,112.028,1.517,1.546,0.95,,,,,,,,,165357,29162427,2948.559,16.719,179346,18.133,0.018,55.6,tests performed,5553391,,,86560,78304,56.15,,,7917,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/21/2021,370425,2250,3093.286,1125,17,15.857,37452.985,227.493,312.756,113.747,1.719,1.603,0.93,,,,,,,,,197701,29360128,2968.548,19.989,177956,17.993,0.017,57.5,tests performed,5554342,,,951,71302,56.16,,,7209,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/22/2021,372530,2105,2947.857,1140,15,16.143,37665.817,212.833,298.052,115.263,1.517,1.632,0.94,,,,,,,,,156430,29516558,2984.364,15.816,177049,17.901,0.017,60.1,tests performed,5557793,,,3451,67280,56.19,,,6803,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/23/2021,375535,3005,2914.857,1145,5,14.857,37969.647,303.83,294.716,115.769,0.506,1.502,0.95,,,,,,,,,175284,29691842,3002.087,17.723,174495,17.643,0.017,59.9,tests performed,5668264,3480415,2187849,110471,67077,57.31,35.19,22.12,6782,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/24/2021,378637,3102,2864.857,1164,19,15.571,38283.285,313.637,289.66,117.69,1.921,1.574,0.97,,,,,,,,,179229,29871071,3020.209,18.122,173599,17.552,0.017,60.6,tests performed,5761463,,,93199,68151,58.25,,,6891,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/25/2021,381662,3025,2826.429,1182,18,15.571,38589.137,305.852,285.775,119.51,1.82,1.574,0.98,,,,,,,,,195866,30066937,3040.012,19.804,177056,17.902,0.016,62.6,tests performed,5846036,,,84573,67472,59.11,,,6822,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/26/2021,385160,3498,2877.571,1198,16,15,38942.813,353.676,290.946,121.128,1.618,1.517,0.98,,,,,,,,,187176,30254113,3058.937,18.925,179578,18.157,0.016,62.4,tests performed,5933299,,,87263,66638,59.99,,,6738,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/27/2021,388594,3434,2917,1213,15,15,39290.019,347.205,294.932,122.644,1.517,1.517,0.98,,,,,,,,,185599,30439712,3077.703,18.766,182469,18.449,0.016,62.6,tests performed,6015089,,,81790,65957,60.82,,,6669,55.56,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,2/28/2021,391524,2930,3014.143,1221,8,13.714,39586.265,296.247,304.754,123.453,0.809,1.387,0.97,,,,,,,,,226139,30665851,3100.567,22.864,186532,18.86,0.016,61.9,tests performed,6020461,,,5372,66588,60.87,,,6733,,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,3/1/2021,394050,2526,3074.286,1238,17,14,39841.665,255.399,310.835,125.172,1.719,1.416,0.95,,,,,,,,,175033,30840884,3118.265,17.697,189189,19.129,0.016,61.5,tests performed,6028417,,,7956,67232,60.95,,,6798,,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,3/2/2021,396771,2721,3033.714,1253,15,15.429,40116.78,275.115,306.733,126.689,1.517,1.56,0.95,,,,,,,,,225159,31066043,3141.03,22.765,196314,19.849,0.015,64.7,tests performed,6094956,,,66539,60956,61.62,,,6163,,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,3/3/2021,399463,2692,2975.143,1269,16,15,40388.963,272.183,300.811,128.306,1.618,1.517,0.95,,,,,,,,,218351,31284394,3163.107,22.077,201903,20.414,0.015,67.9,tests performed,6168330,,,73374,58124,62.37,,,5877,,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,3/4/2021,402205,2742,2934.714,1286,17,14.857,40666.202,277.239,296.724,130.025,1.719,1.502,,,,,,,,,,235797,31520191,3186.948,23.841,207608,20.991,0.014,70.7,tests performed,6204004,,,35674,51138,62.73,,,5170,,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
ARE,Asia,United Arab Emirates,3/5/2021,405277,3072,2873.857,1296,10,14,40976.806,310.604,290.57,131.036,1.011,1.416,,,,,,,,,,242742,31762933,3211.491,24.543,215546,21.793,,,tests performed,,,,,,,,,,,9890400,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89
